"";"OBJECTID";"PARCELID";"PRINTKEY";"STREET_NUM";"STREET_NAME";"SITEADDRESS";"CITY";"ZIP5";"CLASSCD";"CLASSDSCRP";"PRPRTYDSCRP";"OWNERNME1";"PSTLADDRESS";"PSTLCITY";"LOT_FRONTAGE";"LOT_DEPTH";"STATEDAREA";"CURRENT_LAND_VALUE";"CURRENT_TOTAL_VALUE";"CURRENT_TAXABLE_VALUE";"TENTATIVE_LAND_VALUE";"TENTATIVE_TOTAL_VALUE";"TENTATIVE_TAXABLE_VALUE";"SALE_DATE";"SALE_PRICE";"BOOK";"PAGE";"DEED_TYPE";"VALID";"RESCOM";"CALCULATEDACRES";"SHAPEACRES";"BISZONING";"Shape.STArea..";"Shape.STLength..";"OWNERSHIPCODE";"LOW_STREET_NUM";"HIGH_STREET_NUM";"lon";"lat";"crime_count"
"5361";28536;"10652000020360000000";"106.52-2-36";"530";"CENTRAL PK";"530 CENTRAL PK";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"120";"0.11";"2800";"2800";2800;2800;2800;2800;"04/11/2014";"461694";"11396";"00001";"T";"";"R";0,11019284;0,11032021;"R-2";839,640625;134,285576753648;" ";530;530;-77,58068;43,16892;7015
"5373";28537;"10649000020130000000";"106.49-2-13";"161";"PORTLAND AV";"161 PORTLAND AV";"ROCHESTER";"14605";"330";"VACANT COMMERCIAL LAND";NA;"TAU SOUTH LLC  ";"1195 EL CAMINO REAL";"SAN DIEGO  CA  92130";"33";"140.1";"0.08";"4000";"4000";4000;4000;4000;4000;"11/06/2015";"1477030";"11615";"00657";"B";"";"C";0,10613636;0,0816056;"R-3";621,11328125;140,229496258955;" ";161;161;-77,596024;43,169078;10991
"5422";28542;"10649000020150000000";"106.49-2-15";"149";"PORTLAND AV";"149 PORTLAND AV";"ROCHESTER";"14605";"330";"VACANT COMMERCIAL LAND";NA;"TAU SOUTH LLC  ";"11995 EL CAMINO REAL";"SN DIEGO  CA  92130";"40.74";"140";"0.1";"4600";"4600";4600;4600;4600;4600;"11/06/2015";"1477030";"11615";"00657";"B";"";"C";0,13093664;0,10524906;"R-3";801,05078125;142,551121504078;" ";149;149;-77,596168;43,168953;11012
"5452";28545;"10649000020170010000";"106.49-2-17.001";"141";"PORTLAND AV";"141 PORTLAND AV";"ROCHESTER";"14605";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"136";"150";"0.47";"20000";"20000";20000;20000;20000;20000;"11/07/2003";"616203";"09875";"00325";"T";"";"C";0,46831956;0,46982128;"R-3";3575,80078125;239,573209992944;" ";141;141;-77,5961313;43,1686367;11038
"547";28547;"10650000020380000000";"106.50-2-38";"37";"NIAGARA ST";"37 NIAGARA ST";"ROCHESTER";"14605";"330";"VACANT COMMERCIAL LAND";NA;"SQUARE HOLDINGS LLC  ";"714 ANTONE ST NW";"ATLANTA GA  30318";"40";"64.43";"0";"2600";"2600";2600;2600;2600;2600;"12/02/2016";"125000";"11791";"228";"W";"";"C";0,05916437;0,04815549;"R-2";366,515625;81,102196293626;" ";37;37;-77,589415;43,168892;9781
"5482";28548;"10650000030490000000";"106.50-3-49";"656";"SCIO ST";"656 SCIO ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"30";"129.96";"0";"1100";"1100";1100;1100;1100;1100;"04/26/2011";"1";"10991";"00222";"T";"";"R";0,08950413;0,08985664;"R-1";683,8984375;132,993154092617;" ";656;656;-77,592826;43,168847;10572
"5491";28549;"10651000010250000000";"106.51-1-25";"122";"FIRST ST";"122 FIRST ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"34";"48";"0";"1000";"1000";1000;1000;1000;1000;"10/24/1997";"502816";"08932";"00596";"T";"";"R";0,03746556;0,03528935;"PMV";268,5859375;68,3029636125853;" ";122;122;-77,5878804;43,1688409;9364
"5503";28550;"10649000020700000000";"106.49-2-70";"598";"NORTH ST";"598 NORTH ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"99.21";"0";"2000";"2000";2000;2000;2000;2000;"04/15/2008";"1";"10604";"00015";"Q";"";"R";0,09110193;0,084832;"R-1";645,66015625;111,355975413051;" ";598;598;-77,598457;43,168838;11098
"5543";28554;"10649000030290000000";"106.49-3-29";"51";"WILSON ST";"51 WILSON ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"SIMMONS ELNORA  ";"70 ELLINWOOD DR";"ROCHESTER  NY  14622";"38";"124.4";"0.11";"3400";"3400";3400;3400;3400;3400;"02/21/2003";"50";"09748";"00162";"Q";"";"R";0,10852158;0,10753029;"R-1";818,4140625;134,520520633317;" ";51;51;-77,600092;43,168575;11105
"5571";28557;"10660000020100000000";"106.60-2-10";"489-493";"CENTRAL PK";"489-493 CENTRAL PK";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"HANKS MAXSENE B  ";"495 CENTRAL PK";"ROCHESTER  NY  14609";"40";"120";"0.11";"2800";"2800";2800;2800;2800;2800;"10/25/2016";"425";"11773";"00078";"Q";"";"R";0,11019284;0,10880168;"R-2";828,07421875;132,331112118227;" ";489;493;-77,5818325;43,1684431;7346
"5631";28563;"10623000030510000000";"106.23-3-51";"51";"LOOMIS ST";"51 LOOMIS ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"36";"151.08";"0";"1000";"1000";1000;1000;1000;1000;"11/06/2002";"494621";"09701";"00270";"T";"";"R";0,1248595;0,12258532;"R-1";933,26953125;156,075481733758;" ";51;51;-77,606735;43,177703;8163
"5721";28572;"10642000020080040000";"106.42-2-8.004";"49";"COUNCIL ST";"49 COUNCIL ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40.35";"178.33";"0.2";"3500";"3500";3500;3500;3500;3500;"04/10/2003";"1";"09769";"00122";"B";"";"R";0,1651886;0,19943758;"R-1";1518,09375;194,39546633852;" ";49;49;-77,591634;43,172319;9330
"5751";28575;"10669000010010020000";"106.69-1-1.002";"570";"N PLYMOUTH AV";"570 N PLYMOUTH AV";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"VARGAS HECTOR & ELSIE  ";"568 N PLYMOUTH AV";"ROCHESTER NY  14608";"16.5";"100";"0.04";"500";"500";500;500;500;500;"10/29/2002";"1";"09697";"00439";"Q";"";"R";0,03787879;0,0383868;"R-1";292,109375;98,5066619176212;" ";570;570;-77,623887;43,163073;10655
"5814";28581;"10659000010010010000";"106.59-1-1.001";"340";"N UNION ST";"340 N UNION ST";"ROCHESTER";"14605";"330";"VACANT COMMERCIAL LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"78";"58.71";"0.06";"2000";"2000";2000;2000;2000;2000;" ";"0";"00000";"00000";" ";"";"C";0,1051281;0,06313136;NA;480,4609375;100,439492239181;" ";340;340;-77,5897146;43,1676741;10056
"5871";28587;"10621000020260010000";"106.21-2-26.001";"139";"AVE A";"139 AVE A";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"56.39";"71.77";"0.09";"2900";"2900";2900;2900;2900;2900;"11/07/2003";"616203";"09875";"00325";"T";"";"R";0,09290887;0,09282136;"R-1";706,6640625;107,104657214959;" ";139;139;-77,620923;43,177562;8509
"5892";28589;"10639000010560010000";"106.39-1-56.001";"44-46";"HOELTZER ST";"44-46 HOELTZER ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"60";"133.29";"0.18";"2500";"2500";2500;2500;2500;2500;" ";"0";"00000";"00000";" ";"";"R";0,18359504;0,1850987;"R-1";1409,0078125;162,345924273353;" ";44;46;-77,6095163;43,1732268;10208
"5903";28590;"10641000020470010000";"106.41-2-47.001";"498-500";"HUDSON AV";"498-500 HUDSON AV";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"BEASLEY SHANYA  ";"73 KINGSTON ST";"ROCHESTER NY  14609";"88.75";"114.3";"0.2";"7000";"7000";7000;7000;7000;7000;"11/04/2015";"1";"11615";"00264";"Q";"";"R";0,23287707;0,18992849;"R-1";1445,74609375;154,645975643511;" ";498;500;-77,5997114;43,1732624;9684
"5962";28596;"09181000020420030000";"091.81-2-42.003";"982";"AVE D";"982 AVE D";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CAPIELO JOSE  ";"980 AVE D";"ROCHESTER NY  14621";"18.38";"112.25";"0";"1000";"1000";1000;1000;1000;1000;"10/29/2002";"1";"09697";"00433";"Q";"";"R";0,04736352;0,04870741;"R-1";370,859375;110,315484542046;" ";982;982;-77,596366;43,181126;8498
"5971";28597;"09178000020570010000";"091.78-2-57.001";"47";"RIALTO ST";"47 RIALTO ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"LESTER OLIVIA  ";"620 SCIO ST";"ROCHESTER NY  14605";"18.5";"116.58";"0.05";"1400";"1400";1400;1400;1400;1400;"04/04/2005";"1";"10107";"00057";"Q";"";"R";0,04951171;0,04927278;"R-1";375,17578125;112,632645043271;" ";47;47;-77,614767;43,181846;7627
"5983";28598;"09178000020570020000";"091.78-2-57.002";"49";"RIALTO ST";"49 RIALTO ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"FEDERAL NATIONAL MORTGAGE ASSOCIATION";"3900 WISCONSIN AVE NW";"WASHINGTON DC  20016";"18.5";"116.58";"0.05";"1000";"1000";1000;1000;1000;1000;"08/09/2016";"10";"11790";"00132";"B";"";"R";0,04951171;0,04942737;"R-1";376,35546875;112,678823794511;" ";49;49;-77,614737;43,181845;9276
"6002";28600;"09171000030700010000";"091.71-3-70.001";"966";"JOSEPH AV";"966 JOSEPH AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"69.96";"120.98";"0.19";"5400";"5400";5400;5400;5400;5400;"11/30/2004";"958174";"10054";"00655";"T";"";"R";0,19430121;0,18791205;"R-1";1430,859375;157,542188738859;" ";966;966;-77,607754;43,1828829;8855
"604";28604;"09080000020020000000";"090.80-2-2";"18";"WREN ST";"18 WREN ST";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"0";"0";"1.76";"31000";"31000";31000;31000;31000;31000;" ";"0";"00000";"00000";" ";"";"R";0;0,59888573;"M-1";4559,77734375;434,273696326741;" ";18;18;-77,649497;43,180093;4947
"6275";28627;"10525000010010000000";"105.25-1-1";"585";"LEXINGTON AV";"585 LEXINGTON AV";"ROCHESTER";"14613";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"45";"100";"0";"3900";"3900";3900;3900;3900;3900;"11/30/2004";"958174";"10054";"00655";"T";"";"R";0,10330579;0,10127009;"R-1";771,04296875;120,506509868789;" ";585;585;-77,645689;43,179047;5486
"6331";28633;"10566000020370000000";"105.66-2-37";"47";"SHERMAN ST";"47 SHERMAN ST";"ROCHESTER";"14606";"330";"VACANT COMMERCIAL LAND";NA;"LECHASE REAL ESTATE ASSOC  ";"210 PACKETTS LANDING";"FAIRPORT  NY  14450";"23.49";"68.06";"0";"3100";"3100";3100;3100;3100;3100;"12/23/1986";"262473";"07512";"00184";"W";"";"C";0,03670178;0,04656476;"R-1";354,3671875;79,9757191768128;" ";47;47;-77,6362594;43,1654428;7305
"640";28640;"10567000010130010000";"105.67-1-13.001";"18";"PARKWAY";"18 PARKWAY";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"KING DERWIN  ";"222 LYELL AV";"ROCHESTER NY  14608";"25.5";"145";"0.08";"1900";"1900";1900;1900;1900;1900;"03/23/2016";"475";"11672";"662";"B";"";"R";0,08488292;0,087998;"R-1";669,68359375;141,874996363228;" ";18;18;-77,6311526;43,1650209;9085
"6631";28663;"10568000010740000000";"105.68-1-74";"104";"LYELL AV";"104 LYELL AV";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"1416 CULVER RD INC  ";"91 HERWIN RD";"ROCHESTER NY  14623";"31.5";"80";"0";"1000";"1000";1000;1000;1000;1000;"03/28/2014";"285000";"11378";"00629";"P";"";"R";0,05785124;0,05783017;"C-2";440,09375;93,4380743357482;" ";104;104;-77,626884;43,164838;9849
"6752";28675;"10639000020100010000";"106.39-2-10.001";"21";"HOELTZER ST";"21 HOELTZER ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"75";"82.5";"0.14";"5000";"5000";5000;5000;5000;5000;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,14204545;0,14030464;"R-1";1068;130,90869721624;" ";21;21;-77,6109293;43,1730276;10239
"6771";28677;"10641000040170000000";"106.41-4-17";"33";"REED PK";"33 REED PK";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST";"ROCHESTER NY  14614";"33";"101.32";"0";"2000";"2000";2000;2000;2000;2000;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,07675758;0,07565984;"R-1";575,921875;111,106170610603;" ";33;33;-77,5974158;43,1729129;9918
"6845";28684;"10642000030140000000";"106.42-3-14";"56";"COUNCIL ST";"56 COUNCIL ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"AJR REAL ESTATE HOLDINGS LLC";"432 PORTLAND AV";"ROCHESTER  NY  14605";"40";"76.4";"0";"2500";"2500";2500;2500;2500;2500;"03/29/2012";"4000";"11104";"00413";"Q";"";"R";0,07015611;0,0687827;"R-1";523,56640625;96,0072277411077;" ";56;56;-77,591254;43,172678;9118
"6884";28688;"10641000040240020000";"106.41-4-24.002";"791";"NORTH ST";"791 NORTH ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"120";"140.71";"0.4";"4500";"4500";4500;4500;4500;4500;" ";"0";"00000";"00000";" ";"";"R";0,38763085;0,39367656;"R-1";2996,66796875;219,468669559164;" ";791;791;-77,596939;43,172804;9907
"6931";28693;"10640000040680010000";"106.40-4-68.001";"78";"EDWARD ST";"78 EDWARD ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"42.73";"105.03";"0.1";"2800";"2800";2800;2800;2800;2800;"07/01/1981";"0";"06006";"00216";"P";"";"R";0,10302874;0,10487064;"R-1";798,2734375;124,064075961287;" ";78;78;-77,602057;43,172683;9697
"7012";28701;"10643000020470000000";"106.43-2-47";"88-90";"ROHR ST";"88-90 ROHR ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"GREEN CARRIE  ";"94 ROHR ST";"ROCHESTER  NY  14605";"39";"130.12";"0";"2900";"2900";2900;2900;2900;2900;"06/01/1982";"0";"06151";"00150";"Q";"";"R";0,11649862;0,11504433;"R-1";875,703125;140,424770599083;" ";88;90;-77,588123;43,172407;8462
"705";28705;"10640000040110000000";"106.40-4-11";"46";NA;NA;"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";NA;NA;NA;NA;NA;"2600";"2600";2600;2600;2600;2600;"04/11/2014";"461694";"11396";"00001";"T";"";NA;NA;0,08030012;"R-1";611,2265625;121,90854064596;" ";NA;NA;-77,6109219;43,16103;10867
"7132";28713;"10541000030240000000";"105.41-3-24";"18";"MICHIGAN ST";"18 MICHIGAN ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"107";"0";"3900";"3900";3900;3900;3900;3900;"03/07/2003";"97277";"09754";"00483";"T";"";"R";0,09825528;0,09846051;"R-1";749,48046875;122,653304832107;" ";18;18;-77,64015;43,172562;6501
"7261";28726;"10543000020520000000";"105.43-2-52";"11";"CLARENCE PK";"11 CLARENCE PK";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"46.5";"119.55";"0";"3500";"3500";3500;3500;3500;3500;"03/07/2003";"97277";"09754";"00483";"T";"";"R";0,1276188;0,14451669;"R-1";1100,05078125;146,106142148548;" ";11;11;-77,631269;43,172318;8022
"7444";28744;"10582000020390010000";"105.82-2-39.001";"559";"JAY ST";"559 JAY ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"69";"185.17";"0.29";"6000";"6000";6000;6000;6000;6000;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,29331336;0,29124152;"R-1";2215,9609375;211,918165406413;" ";559;559;-77,635399;43,159078;7319
"7451";28745;"10582000020380000000";"105.82-2-38";"563-565";"JAY ST";"563-565 JAY ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"40";"185.14";"0";"3400";"3400";3400;3400;3400;3400;"05/14/2012";"678681";"11120";"00353";"T";"";"R";0,17000918;0,17285379;"R-1";1315,1953125;188,669117791617;" ";563;565;-77,635533;43,159087;7330
"7512";28751;"10581000030120000000";"105.81-3-12";"799-801";"JAY ST";"799-801 JAY ST";"ROCHESTER";"14611";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"34.73";"150";"0.12";"4000";"4000";4000;4000;4000;4000;" ";"0";"00000";"00000";" ";"";"R";0,11959366;0,11688296;"R-1";889,328125;152,895385016884;" ";799;801;-77,642196;43,159061;6438
"7805";28780;"10622000040410000000";"106.22-4-41";"32";"TREYER ST";"32 TREYER ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"34.88";"96.16";"0";"1400";"1400";1400;1400;1400;1400;"04/15/2008";"1";"10604";"00015";"Q";"";"R";0,07699864;0,07829891;"R-1";596,10546875;110,445251844219;" ";32;32;-77,6156664;43,1773248;8582
"8012";28801;"10626000020310000000";"106.26-2-31";"60";"CARTER ST";"60 CARTER ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"MCNAIR PROPERTIES LLC  ";"3214 BIG RIDGE RD";"SPENCERPORT NY  14559";"30";"100";"0";"3600";"3600";3600;3600;3600;3600;"04/28/2006";"25000";"10291";"00436";"W";"";"R";0,06887052;0,06945711;"R-1";528,77734375;108,723035704683;" ";60;60;-77,590911;43,176958;9455
"8022";28802;"10632000020050000000";"106.32-2-5";"87";"BERNARD ST";"87 BERNARD ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"30";"136";"0";"2200";"2200";2200;2200;2200;2200;"04/26/2011";"1";"10991";"00222";"T";"";"R";0,09366391;0,09368356;"R-1";713,21484375;139,321350734289;" ";87;87;-77,60343;43,176887;9291
"8222";28822;"10738000020680000000";"107.38-2-68";"816";"BAY ST";"816 BAY ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"WAGSTAFF IMANI  ";"820 BAY ST";"ROCHESTER NY  14609";"60.58";"130.78";"0";"5600";"5600";5600;5600;5600;5600;"06/19/2007";"62000";"10478";"00264";"W";"";"R";0,18187907;0,08782918;"R-1";668,515625;131,310674584767;" ";816;816;-77,571556;43,17146;5064
"8251";28825;"10737000020270000000";"107.37-2-27";"664";"BAY ST";"664 BAY ST";"ROCHESTER";"14609";"311";"RESIDENTIAL VACANT LAND";NA;"CHAN-FLYNN STELLA  ";"275 DRIVING PK AV";"ROCHESTER NY  14613";"40";"130";"0";"4000";"4000";4000;4000;4000;4000;"11/30/2011";"32000";"11068";"00105";"W";"";"R";0,11937557;0,11288662;"R-1";859,2421875;139,306504862565;" ";664;664;-77,575913;43,1713639;5826
"8752";28875;"10550000020120010000";"105.50-2-12.001";"275";"PARKWAY";"275 PARKWAY";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"90";"145.03";"0.3";"6700";"6700";6700;6700;6700;6700;"04/11/2014";"461694";"11396";"00001";"T";"";"R";0,29964876;0,29936768;"R-1";2278,57421875;196,562587735254;" ";275;275;-77,6346321;43,1696833;7181
"8771";28877;"10547000040520000000";"105.47-4-52";"910";"GLIDE ST";"910 GLIDE ST";"ROCHESTER";"14606";"311";"RESIDENTIAL VACANT LAND";NA;"HOLMES GREGORY  ";"PO BOX 60512";"ROCHESTER  NY  14606";"40";"120";"0";"5900";"5900";5900;5900;5900;5900;"12/21/2015";"1";"11634";"00361";"T";"";"R";0,11019284;0,11054334;"R-1";841,38671875;133,362048553229;" ";910;910;-77,653808;43,169727;3916
"880";28880;"10552000010370000000";"105.52-1-37";"44";"FULTON AV";"44 FULTON AV";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"BERARDICURTI JOSEPH  ";"6 LORIMER ST";"ROCHESTER  NY  14608";"50";"92";"0";"1000";"1000";1000;1000;1000;1000;"10/25/1995";"24650";"08667";"00516";"W";"";"R";0,10560147;0,1084911;"R-1";825,75;120,17732833388;" ";44;44;-77,628035;43,169416;9090
"8811";28881;"10550000020130000000";"105.50-2-13";"267";"PARKWAY";"267 PARKWAY";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"50";"145.03";"0";"4600";"4600";4600;4600;4600;4600;"02/27/2006";"63281";"10262";"00049";"Q";"";"R";0,16647153;0,17121794;"R-1";1303,18359375;164,367233243256;" ";267;267;-77,634857;43,169391;7193
"8882";28888;"10551000010170000000";"105.51-1-17";"229";"SARATOGA AV";"229 SARATOGA AV";"ROCHESTER";"14608";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"50";"145.29";"0";"4600";"4600";4600;4600;4600;4600;"11/30/2004";"958174";"10054";"00655";"T";"";"R";0,16676997;0,16155724;"R-1";1229,64453125;161,375861046081;" ";229;229;-77,633125;43,169178;7958
"9002";28900;"10632000020160010000";"106.32-2-16.001";"808";"CLIFFORD AV";"808 CLIFFORD AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"53.43";"144.4";"0.17";"3000";"3000";3000;3000;3000;3000;"11/17/2005";"1054752";"10216";"00530";"T";"";"R";0,17711873;0,17243955;"R-1";1312,73046875;164,061036118837;" ";808;808;-77,60146;43,175559;8366
"9073";28907;"10630000030180000000";"106.30-3-18";"23";"RADIO ST";"23 RADIO ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"34";"106";"0";"2600";"2600";2600;2600;2600;2600;"04/30/2002";"263230";"09611";"00575";"T";"";"R";0,08273646;0,08224096;"R-1";626,0703125;116,080561584084;" ";23;23;-77,614044;43,1754;8843
"9111";28911;"10633000030150010000";"106.33-3-15.001";"999";"CLIFFORD AV";"999 CLIFFORD AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"60";"108";"0.15";"4200";"4200";4200;4200;4200;4200;" ";"0";"00000";"00000";" ";"";"R";0,14876033;0,15115287;"R-1";1150,6640625;141,070936416508;" ";999;999;-77,596185;43,175146;8558
"9141";28914;"10633000030130010000";"106.33-3-13.001";"987";"CLIFFORD AV";"987 CLIFFORD AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER NY  14614";"60";"108";"0.15";"4200";"4200";4200;4200;4200;4200;"01/29/2008";"416524";"10575";"00151";"T";"";"R";0,14876033;0,14587738;"R-1";1110,5078125;139,219463861797;" ";987;987;-77,596481;43,175137;8586
"9161";28916;"10634000030090000000";"106.34-3-9";"91";"HOLLISTER ST";"91 HOLLISTER ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"31";"95.59";"0.06";"1000";"1000";1000;1000;1000;1000;"12/24/2015";"347080";"11637";"00095";"T";"";"R";0,06802778;0,06586434;"R-1";501,39453125;104,041341803299;" ";91;91;-77,593025;43,175113;8255
"930";28930;"10634000030360000000";"106.34-3-36";"179";"LINCOLN ST";"179 LINCOLN ST";"ROCHESTER";"14605";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH ST RM 125B";"ROCHESTER  NY  14614";"40";"136.16";"0";"2900";"2900";2900;2900;2900;2900;"04/15/2008";"1";"10604";"00015";"Q";"";"R";0,12503214;0,12647216;"R-1";962,7734375;147,720388946035;" ";179;179;-77,594453;43,174881;8573
"9422";28942;"09171000040400000000";"091.71-4-40";"26-28";"FARBRIDGE ST";"26-28 FARBRIDGE ST";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"CITY OF ROCHESTER  ";"30 CHURCH STRM 125B";"ROCHESTER NY  14614";"35.99";"117.08";"0";"2700";"2700";2700;2700;2700;2700;"12/27/2016";"1";"11801";"00563";"T";"";"R";0,09673345;0,09716307;"R-1";739,83984375;128,220078219052;" ";26;28;-77,610115;43,1820995;9026
"9471";28947;"09171000040270000000";"091.71-4-27";"937";"JOSEPH AV";"937 JOSEPH AV";"ROCHESTER";"14621";"311";"RESIDENTIAL VACANT LAND";NA;"HARRIS MAGGIE D  ";"949-951 JOSEPH AV";"ROCHESTER NY  14621";"38.09";"100";"0.09";"1400";"1400";1400;1400;1400;1400;"11/15/2016";"1";"11782";"413";"Q";"";"R";0,08744261;0,08811187;"R-1";670,91015625;115,632001654155;" ";937;937;-77,608383;43,1822329;9004
